comment_text;final_data;predicted_aspect;similarity_score
Bila memang PDAM punya program penggantian meter mohon khususnya seluruh pelanggan mendapat informasi terkait hal itu bisa lewat lurah setempat agar disampaikan ke RT / RW untuk diteruskan ke warga masyarakat;memang pdam program ganti meter mohon langgan informasi kait lurah sampai rw terus warga masyarakat;Meteran (Macet/Bermasalah);0.07487527924948674
Wah untuk pergantian krannya ngk gratis ya min :grinning_face_with_sweat:;ganti keran nya ngga gratis admin;Harga;0.16215305961993187
Kelurahan pacarkembang kapan ya min?;lurah pacarkembang admin;Lainnya;0.0
Kendangsari g termasuk min?;kendangsari ga admin;Lainnya;0.0
Wes sebulan lebih cuma di inspeksi saja dan belum ada tindakan lanjut(meteran air buram dan ndak muter);bulan inspeksi tindak lanjut meter air buram tidak putar;Meteran (Macet/Bermasalah);0.3036813910845668
Tempat saya meterannya kacanya SDH ngembun/gak jelas ... Kecamatan Sawahan, Kelurahan Banyuurip... Bisa ya min mengajukan penggantian?;meter kaca ngembungak camat sawah lurah banyuurip admin aju ganti;Pemasangan;0.12016580110837564
Saya kapan hari lapor kena biaya pergantian meteran;lapor kena biaya ganti meter;Meteran (Macet/Bermasalah);0.15797170325210363
Aq juga mau dgnti meteran;ganti meter;Meteran (Macet/Bermasalah);0.29626606219786383
Kl aliran air dari PDAM kecil itu apa perlu diganti juga meteran nya ya?;alir air pdam kecil perlu ganti meter nya;Air Tidak Mengalir;0.2379827945202858
tambak wedi baru kpnkah krn meteran sdh buram;tambak wedi kapan kah meter buram;Meteran (Macet/Bermasalah);0.16965256773280102
Lapor meteran buram, cuma dilihat,dicatat trus belum ada tindakan lanjutan;lapor meter buram dilihatdicatat tindak lanjut;Meteran (Macet/Bermasalah);0.20368685874175954
Gunung anyar belom ya min;gunung anyar admin;Lainnya;0.0
Lokasi ketintang dong min;lokasi ketintang admin;Lainnya;0.0
Air pdam saya bulan januari msh puluhan dan kaget penbayaran bulan februari jd ratusan. Padahall rmh jarang ditempati kok jd nya ratusan.;air pdam januari puluh kaget bayar februari ratus rumah jarang tempat nya ratus;Lainnya;0.03882114398212588
Pakis gunung nunggu giliran area sawahan;pakis gunung nunggu gilir area sawah;Lainnya;0.0
kok onk ae;aja;Lainnya;0.0
Mantab:clapping_hands::clapping_hands::clapping_hands:;mantap;Lainnya;0.0
Mantab min. Lanjutkan;mantap admin lanjut;Lainnya;0.0
Kak kalau hanya gak bisa di putar karna terlalu sering terkena air hujan gitu apa perlu diganti juga?;kak tidak putar kena air hujan perlu ganti;Meteran (Macet/Bermasalah);0.21206840683545147
Kalau pengerjaan ganti stop kran telah selesai terlebih dahulu, baru langsung pembayaran apa bisa?;kerja ganti stop keran selesai bayar;Meteran (Macet/Bermasalah);0.07664038698537094
Kalo stop kran dekat meteran rusak (bocor atau patah), itu tanggungan siapa ya min ?;stop keran meter rusak bocor patah tanggung admin;Meteran (Macet/Bermasalah);0.3234874066270183
setelah melakukan pembayaran, petugas profesionalnya apakah bisa langsung datang di hari yg sama?;laku bayar tugas profesional datang;Pelayanan;0.10214136752618037
Pelayanan terbaik;layan baik;Pelayanan;0.1920643162652564
Terima kasih perbaikan gerak cepat :raising_hands:;terima kasih baik gerak cepat;Pelayanan;0.13458187847772496
Permisi admin mau tanya.. Hari ini ada petugas pdam yg datang dan bilang kalau ada program dri pdam untuk meteran yang sudah 5 tahun akan di ganti baru secara gratis, apa itu benar ya min?;permisi admin tugas pdam datang bilang program pdam meter ganti gratis benar admin;Harga;0.1050912121773724
Oke ACC;oke tuju;Lainnya;0.0
Pelayanan baik, kebocoran cepat teratasi;layan bocor cepat atas;Pelayanan;0.2628714197832313
Pelayanan cepat dan mantab;layan cepat mantap;Pelayanan;0.309771033590777
Tolong dengan hormat dan teramat sangat agar  kualitas air nya di benerin? Saya tiap bulan laporan air keruh, bulan lalu coklat, bulan ini abu2.. Untuk cuci piring aja kita was2 dengan kualitas seperti ini, apalagi untuk mandi dan kumur ketika berwudhu.. Tolong jadi perhatian ya masalah kualitas air.  Terima kasih.;hormat amat kualitas air nya benerin lapor air keruh coklat abu cuci piring was kualitas mandi kumur berwudhu perhati masalah kualitas air terima kasih;Air Kotor/Bau;0.21110625496773466
Selamat malam admin, permisi mau tanya apakah di daerah pakis ada perbaikan? Karena air kotor banget saat dikrkuarkan jika memang ada perbaikan berapa lama karena udah 2 hari air kotor, harus nguras bak mandi terus kalau seperti ini;selamat malam admin permisi daerah pakis baik air kotor dikrkuarkan memang baik air kotor nguras bak mandi;Air Kotor/Bau;0.13761359882396157
Air nya keruh banget min, masa gosok gigi, cuci muka, mandi dll pakai air keruh kek gtu;air nya keruh admin gosok gigi cuci muka mandi dan lain pakai air keruh gtu;Air Kotor/Bau;0.10783782721072785
17 Januari lapor air keruh coklat, tgl 20 Januari bening.. Sekarang sudah beberapa hari ini keruh abu2.. Sampai rasanya buat cuci piring saja gak layak, bagaimana ini?;januari lapor air keruh coklat tanggal januari bening keruh abu cuci piring tidak layak;Air Kotor/Bau;0.10364428980059878
Selamat malam Min , maaf OOT , daerah Kupang air kotor banget Min;selamat malam admin maaf out of topic daerah kupang air kotor admin;Air Kotor/Bau;0.08856407780900916
Sudah 2minggu lebih air didaerah jambangan mengicil. Sudah lapor bolak balik belum ada petugas yg datang buat mengecek.;air daerah jambang kecil lapor kali kali tugas datang ecek;Pelayanan;0.25147796071175216
Min daerah semampir utara air mati kah?;admin daerah mampir utara air mati;Air Tidak Mengalir;0.06815330808961416
Mohon di bantu wilayah jagir sidomukti airnya sangat keruh hari ini :folded_hands:;mohon bantu wilayah jagir sidomukti air keruh;Air Kotor/Bau;0.08488368819044698
Mantap;mantap;Lainnya;0.0
Tadi malam belum diperbaiki ya pdamnya air di perum ikip gunung mati dari pagi barusan keluar tapi kecil banget;malam baik pdamnya air perum ikip gunung mati pagi barusan keluar kecil;Air Tidak Mengalir;0.1829044017113522
Belom selesai kah;selesai;Lainnya;0.0
Biasanya air di perum ikip gunung anyar lancar lancar cuma sudah 2 minggu airnya keluar kecil banget dan hanya malam saja keluarnya;air perum ikip gunung anyar lancar lancar air keluar kecil malam keluar;Air Tidak Mengalir;0.18983731717149482
Terima kasih infonya pak... Selalu update sebelum nya:clapping_hands:;terima kasih info update nya;Pelayanan;0.18208325118582958
gunung anyar tambak apa juga terdampak yaa kok aliran air rumah juga mengecil?;gunung anyar tambak dampak alir air rumah kecil;Air Tidak Mengalir;0.38577524868986945
Hasilnya gimana, min @pdamsuryasembada ??;hasil admin;Lainnya;0.0
min. daerah sidodadi ada pipa besar bocor. mohon di cek..;admin daerah sidodadi pipa bocor mohon cek;Kebocoran;0.32657783424045284
Min. Ini pdam saya mati sekitar tgl segini. Saya call pdam sby .. ada.petugas datang. Tapi petugas bersikeras tekanan. Jadi harus langsung pompa. Ga bisa melalui tandon. Padahal kanan kiri bisa. Dan di depan ada galian pipa hitam baru yang sambung dalam.sedangkan saya belum. Ini gimana ya? Nanti call pdam tetap petugasnya itu lagi dan ybs tidak ada solusi lain selain bypas pompa. Tidak adakah petugas lain yang bisa bantu ya untuk case ini?;admin pdam mati tanggal gin call pdam surabaya ada tugas datang tugas sikeras tekan pompa ga tandon kanan kiri gali pipa hitam sambung dalam sedang call pdam tugas yang sangkut tidak solusi bypas pompa tidak ada tugas bantu kasus;Air Tidak Mengalir;0.09354840725383973
Pindah meter ini utk ke kanan/kiri/depan/belakang? Selama itu kurang dari 3 Meter kah?;pindah meter kanan kiri depan belakang meter;Meteran (Macet/Bermasalah);0.2248063086983306
